LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,TOTAL UNITS,SALE PRICE,CLIENT_ID
-0.098322074,-0.11871823,0.250501667,-0.08018463,-0.092070042,3
-0.098322074,-0.11871823,0.250501667,-0.08018463,-0.092733101,3
-0.098322074,-0.11871823,0.252894775,-0.08018463,-0.097042319,3
-0.098322074,-0.11871823,0.252894775,-0.08018463,-0.097042319,3
-0.098322074,-0.11871823,0.252894775,-0.08018463,-0.090412395,3
-0.098322074,-0.11871823,0.252894775,-0.08018463,-0.097042319,3
-0.098322074,-0.11871823,0.252894775,-0.08018463,-0.097042319,3
-0.098322074,-0.11871823,0.252894775,-0.08018463,-0.085174232,3
-0.026745357,-0.015656094,0.188280861,0.05822342,-0.067459958,2
0.247221687,0.040163689,0.26964653,0.05822342,-0.067205343,3
0.00646624,0.021978208,0.279218962,-0.034048613,-0.057259463,2
0.044831361,0.047511022,0.185887753,0.150495452,0.066069443,3
0.00603678,0.144588905,0.185887753,0.104359436,-0.019133592,3
0.044831361,-0.11871823,-4.432810496,-0.126320646,-0.072178283,0
2.246101728,16.04415087,0.195460185,-0.08018463,1.560603614,3
0.044831361,0.00346027,0.25768099,-0.08018463,-0.04897123,2
-0.041633314,-0.065724345,0.26964653,-0.08018463,-0.072310895,3
-0.042692649,-0.065724345,0.26964653,-0.08018463,-0.075327811,3
-0.042520865,-0.065724345,0.26964653,-0.08018463,-0.078278422,3
-0.002180227,-0.052891447,0.26964653,-0.08018463,-0.076720235,3
-0.042520865,-0.065724345,0.25768099,-0.08018463,-0.069260825,3
-0.020847435,-0.09956862,0.185887753,-0.08018463,-0.072509812,3
-0.019358639,-0.067586112,0.25768099,-0.08018463,-0.0735044,3
0.011906071,-0.076695475,0.185887753,-0.08018463,-0.082455692,3
-0.012430013,-0.076695475,0.185887753,-0.08018463,-0.086434044,3
-0.033903028,-0.067519621,0.25768099,-0.08018463,-0.072841341,3
0.008813957,-0.074035807,0.209818832,-0.08018463,-0.06660859,3
-0.033903028,-0.064261527,0.149991135,-0.08018463,-0.0665456,3
0.016086151,-0.070711222,0.197853293,-0.08018463,-0.070520636,3
-0.009566945,-0.056880949,0.322294904,-0.08018463,-0.068199931,3
-0.024598055,-0.07297194,0.185887753,-0.08018463,-0.065216167,3
-0.024598055,-0.055019181,0.173922214,-0.08018463,-0.065216167,3
-0.012430013,-0.073636857,0.185887753,-0.08018463,-0.07847734,3
-0.012430013,-0.073636857,0.185887753,-0.08018463,-0.083781809,3
-0.012430013,-0.067187162,0.185887753,-0.08018463,-0.071515224,3
-0.00936653,-0.055551115,0.245715451,-0.08018463,-0.071183695,3
-0.014520053,-0.038928189,0.173922214,-0.08018463,-0.065547696,3
-0.000261971,-0.064859953,0.138025595,-0.08018463,-0.065481391,3
-0.020904697,-0.080419011,0.233749911,-0.08018463,-0.070520636,3
-0.020904697,-0.080419011,0.233749911,-0.08018463,-0.063226991,3
-0.048189741,-0.082546745,0.233749911,-0.08018463,-0.072841341,3
-0.046958622,-0.066023557,0.245715451,-0.08018463,-0.078808869,3
-0.046214224,-0.064028806,0.197853293,-0.08018463,-0.078808869,3
-0.052455714,-0.064427757,0.233749911,-0.08018463,-0.0735044,3
-0.041347007,-0.035869571,0.161956674,-0.034048613,-0.079803457,3
-0.024598055,-0.061801334,0.161956674,-0.08018463,-0.071183695,3
-0.026115482,-0.055484623,0.353405306,-0.034048613,-0.065773534,3
0.015656691,-0.028555484,0.358191522,-0.034048613,-0.097009829,3
0.015828475,-0.055484623,0.355798414,-0.034048613,-0.063226991,3
-0.031755727,-0.055484623,0.353405306,-0.034048613,-0.058585581,3
-0.039972734,-0.016719961,0.379729493,-0.034048613,-0.04897123,3
-0.034275227,-0.041787333,0.26964653,-0.034048613,-0.059248639,3
-0.020675651,-0.00847499,0.353405306,-0.034048613,-0.060922,3
-0.013346195,-0.049799582,0.26964653,-0.034048613,-0.067868402,3
0.084542124,-0.063131168,0.233749911,-0.034048613,-0.059580169,3
-0.026745357,-0.064261527,0.26964653,-0.034048613,-0.077151156,3
-0.025657391,-0.025962308,0.36058463,-0.034048613,-0.0542757,3
-0.012430013,-0.077327147,0.185887753,-0.034048613,-0.070586942,3
-0.012430013,-0.041421628,0.322294904,-0.034048613,-0.07847734,3
-0.026745357,-0.033941312,0.365370846,-0.034048613,-0.055668123,3
-0.029121704,-0.061202909,0.197853293,-0.034048613,-0.079803457,3
-0.016953662,-0.025297391,0.25768099,-0.034048613,-0.055270288,3
-0.016953662,-0.025297391,0.25768099,-0.034048613,-0.073762993,3
0.009043002,-0.048502994,0.221784372,-0.034048613,-0.051358242,3
0.01313719,-0.029619351,0.324688012,-0.034048613,-0.06389005,3
-0.026745357,-0.059374387,0.26964653,-0.034048613,-0.070520636,3
-0.033903028,-0.063064677,0.149991135,-0.034048613,-0.070189107,3
-0.02937938,-0.064859953,0.26964653,-0.034048613,-0.073172871,3
-0.010769433,-0.059474125,0.233749911,-0.034048613,-0.058585581,3
-0.010769433,-0.059474125,0.233749911,-0.034048613,-0.075864226,3
0.122849983,-0.02802355,0.233749911,-0.034048613,-0.050628877,3
0.049125964,-0.043516117,0.233749911,-0.034048613,-0.057259463,3
0.024303158,-0.052891447,0.161956674,-0.034048613,-0.050628877,3
0.024303158,-0.052891447,0.161956674,-0.034048613,-0.073040259,3
-0.05231256,-0.023568607,0.138025595,-0.034048613,-0.065204431,3
-0.05231256,-0.023568607,0.138025595,-0.034048613,-0.097042319,3
-0.024598055,-0.059540617,0.161956674,-0.034048613,-0.061569345,3
-0.032900954,-0.035071671,0.161956674,-0.034048613,-0.097042319,3
-0.024598055,-0.022305264,0.161956674,-0.034048613,-0.057922522,3
-0.031011329,-0.068716471,0.365370846,-0.034048613,-0.062895462,3
-0.024598055,-0.059873075,0.26964653,-0.034048613,-0.080466516,3
-0.032070664,-0.03779783,0.138025595,-0.034048613,-0.067868402,3
-0.031383528,-0.03779783,0.138025595,-0.034048613,-0.072178283,3
-0.03688062,-0.026959683,0.25768099,-0.034048613,-0.060574757,3
-0.025056146,-0.044314017,0.161956674,-0.034048613,-0.059248639,3
-0.040573978,-0.050896696,0.185887753,-0.034048613,-0.062232403,3
-0.020074407,-0.041920316,0.185887753,-0.034048613,-0.065216167,3
-0.032471494,-0.055883573,0.25768099,-0.034048613,-0.062066639,3
-0.047216298,-0.009505612,0.185887753,-0.034048613,-0.061304121,3
-0.001006369,-0.027292142,0.209818832,-0.034048613,-0.053281112,3
-0.009853251,-0.006812698,0.25768099,-0.034048613,-0.066873814,3
-0.039342859,-0.036268521,0.161956674,-0.034048613,-0.063226991,3
-0.024598055,-0.046907193,0.173922214,-0.034048613,-0.061569345,3
-0.024598055,-0.039194156,0.173922214,-0.034048613,-0.057259463,3
0.041338417,-0.053589609,0.116487624,-0.034048613,-0.069217262,3
0.041338417,-0.053589609,0.116487624,-0.034048613,-0.069217262,3
-0.023051998,0.05096859,0.126060056,0.012087403,-0.050628877,3
-0.025342453,-0.043981559,0.116487624,-0.034048613,-0.053612641,3
-0.040087257,-0.047838077,0.116487624,-0.034048613,-0.064553108,3
-0.025342453,-0.041587857,0.185887753,-0.034048613,-0.06389005,3
0.019894032,-0.048502994,0.185887753,-0.034048613,-0.061237815,3
-0.022880214,-0.038928189,0.185887753,-0.034048613,-0.06886299,3
-0.008049518,-0.014991177,0.26964653,0.012087403,-0.057325769,3
-0.036279375,-0.030616727,0.281612069,0.012087403,-0.066542284,3
-0.026745357,-0.016985928,0.367763954,0.012087403,-0.074830517,3
-0.048390156,-0.020044546,0.26964653,0.012087403,-0.06886299,3
-0.021219634,0.000966831,0.185887753,0.012087403,-0.058254051,3
-0.024225856,0.000966831,0.185887753,0.012087403,-0.064022662,3
-0.024225856,0.000966831,0.185887753,0.012087403,-0.074068,3
-0.024225856,0.000966831,0.185887753,0.012087403,-0.053612641,3
0.048381566,-0.017318387,0.111701408,0.012087403,-0.084113338,3
-0.01477773,-0.038429502,0.149991135,0.012087403,-0.05394417,3
-0.024598055,-0.011699838,0.37255017,0.012087403,-0.047578807,3
-0.024598055,-0.011899313,0.209818832,0.012087403,-0.059911698,3
-0.024598055,-0.028954434,0.185887753,0.012087403,-0.053612641,3
-0.026573573,-0.024432999,0.185887753,0.012087403,-0.077880587,3
-0.021792248,-0.036634226,0.116487624,0.012087403,-0.077151223,3
-0.025342453,-0.028621976,0.185887753,0.012087403,-0.057259463,3
0.049125964,-0.11871823,-4.432810496,-0.126320646,-0.063956356,3
-0.024598055,-0.11871823,0.233749911,-0.126320646,-0.059580169,3
0.032319751,-0.11871823,0.161956674,-0.126320646,-0.077151223,3
-0.024569424,0.066261681,0.367763954,0.196631469,0.046840743,3
-0.000261971,-0.0588757,0.188280861,0.05822342,-0.061900874,3
-0.019358639,-0.008308761,0.176315322,0.05822342,-0.045987467,3
0.308920817,1.53426545,0.183494645,2.042072125,0.033082276,3
0.308920817,1.53426545,0.183494645,2.042072125,0.293332792,3
-0.023624612,-0.005582601,0.17870843,0.05822342,-0.05394417,3
-0.024598055,-0.005582601,0.17870843,0.05822342,-0.062232403,3
-0.025342453,-0.007012173,0.17870843,0.05822342,-0.075825105,3
2.166880617,7.235529837,0.300756933,8.132026289,2.21542839,3
-0.098322074,-0.11871823,0.274432746,-0.126320646,-0.090942842,3
-0.098322074,-0.11871823,0.274432746,-0.126320646,-0.089749337,3
-0.098322074,-0.11871823,0.274432746,-0.126320646,-0.087097102,3
-0.098322074,-0.11871823,0.274432746,-0.126320646,-0.087428632,3
-0.026172743,-0.053955314,0.25768099,-0.08018463,-0.067868402,3
0.438503306,0.306329967,0.248108559,0.150495452,0.032749089,3
0.438503306,0.306329967,0.248108559,0.150495452,0.405124478,3
0.867705935,0.997610933,0.233749911,-0.08018463,0.367098065,3
0.541888717,-0.11871823,-4.432810496,-0.126320646,0.234486337,3
1.545651971,-0.11871823,-4.432810496,-0.126320646,0.118206871,3
0.062038404,-0.041454874,0.138025595,-0.08018463,-0.028747942,3
-0.054517123,-0.081416386,0.221784372,-0.08018463,-0.071183695,3
0.053706874,-0.063829331,0.197853293,-0.08018463,-0.05394417,3
0.177964055,-0.09877072,0.197853293,-0.08018463,-0.077814281,3
0.037673689,-0.066256278,0.173922214,-0.08018463,-0.063094379,3
0.037673689,-0.093850334,0.173922214,-0.08018463,-0.060309533,3
-0.030324193,-0.074434758,0.25768099,-0.08018463,-0.071183695,3
0.039706468,-0.048901944,0.209818832,-0.08018463,-0.062398168,3
-0.01105574,-0.057279899,0.173922214,-0.08018463,-0.061302729,3
-0.026373158,-0.059474125,0.26964653,-0.08018463,-0.066078143,3
0.087777391,-0.034373508,0.209818832,-0.08018463,-0.061237815,3
-0.046786838,-0.097573869,0.209818832,-0.08018463,-0.077217528,3
-0.025371084,-0.092786467,0.209818832,-0.08018463,-0.078808869,3
0.116408078,-0.054088297,0.26964653,-0.08018463,-0.036439422,3
-0.026745357,-0.074002562,0.173922214,-0.08018463,-0.064221579,3
-0.027604277,-0.073503874,0.355798414,-0.08018463,-0.076952305,3
0.044945883,-0.070844206,0.111701408,-0.08018463,-0.072218066,3
0.044831361,-0.057545866,0.161956674,-0.08018463,-0.062166097,3
0.044831361,-0.057978062,0.173922214,-0.08018463,-0.059580169,3
-0.033903028,-0.046907193,0.188280861,-0.034048613,-0.057590993,3
0.044831361,-0.080319273,0.114094516,-0.08018463,-0.062895462,3
0.047694429,-0.078557243,0.161956674,-0.08018463,-0.08311875,3
-0.036393898,-0.048901944,0.190673969,-0.034048613,-0.074498988,3
0.051273265,-0.084142546,0.173922214,-0.08018463,-0.06389005,3
-0.023882288,-0.095446135,0.173922214,-0.08018463,-0.070719554,3
0.044831361,-0.080352519,0.209818832,-0.08018463,-0.061900874,3
0.044831361,-0.085040184,0.185887753,-0.08018463,-0.064553108,3
0.004748399,-0.07473397,0.233749911,-0.08018463,-0.069526048,3
0.122764091,-0.024300015,0.185887753,-0.08018463,-0.035710058,3
-0.056234964,-0.099136424,0.173922214,-0.08018463,-0.086732619,3
0.005120598,-0.045078672,0.351012199,-0.08018463,-0.050960406,3
0.044831361,-0.034705966,0.161956674,-0.08018463,-0.06886299,3
-0.026745357,-0.082014811,0.197853293,-0.08018463,-0.069857578,3
0.331252753,0.013866221,0.161956674,-0.08018463,0.013091058,3
0.041023479,-0.051694596,0.173922214,-0.034048613,-0.048639701,3
-0.001120892,-0.073570365,0.173922214,-0.034048613,-0.055601817,3
0.138768645,0.005122562,0.161956674,-0.034048613,-0.06389005,3
-0.049249077,-0.065458378,0.25768099,-0.034048613,-0.069260825,3
0.016200674,-0.025629849,0.209818832,-0.034048613,-0.06389005,3
-0.098322074,-0.11871823,0.334260443,-0.08018463,-0.081792633,3
-0.098322074,-0.11871823,-4.432810496,-0.08018463,-0.097036351,3
-0.098322074,-0.11871823,-4.432810496,-0.08018463,-0.065083555,3
-0.098322074,-0.11871823,-4.432810496,-0.08018463,-0.065879226,3
-0.098322074,-0.11871823,-4.432810496,-0.08018463,-0.064553108,3
-0.098322074,-0.11871823,-4.432810496,-0.08018463,-0.067371108,3
-0.098322074,-0.11871823,-4.432810496,-0.08018463,-0.078217421,3
-0.098322074,-0.11871823,-4.432810496,-0.08018463,-0.060906286,3
-0.098322074,-0.11871823,0.391695033,-0.08018463,-0.060044243,3
-0.098322074,-0.11871823,0.391695033,-0.08018463,-0.043840416,3
-0.098322074,-0.11871823,0.391695033,-0.08018463,-0.061394562,3
-0.098322074,-0.11871823,0.391695033,-0.08018463,-0.062069755,3
-0.098322074,-0.11871823,0.391695033,-0.08018463,-0.057509304,3
-0.098322074,-0.11871823,0.324688012,-0.08018463,-0.080906787,3
-0.098322074,-0.11871823,0.324688012,-0.08018463,-0.075528055,3
-0.098322074,-0.11871823,0.324688012,-0.08018463,-0.081915299,3
-0.026745357,-0.11871823,-4.432810496,-0.126320646,-0.088423219,3
-0.005272341,-0.11871823,-4.432810496,-0.126320646,-0.041677585,3
0.042340491,-0.11871823,0.233749911,-0.126320646,-0.095385335,0
-0.062533715,-0.11871823,0.248108559,-0.126320646,-0.096711452,3
0.359768917,-0.01665347,0.114094516,0.05822342,-0.017475945,3
0.414453529,-0.11871823,-4.432810496,-0.126320646,-0.043998291,3
7.256901406,0.79221807,0.173922214,-0.08018463,0.234486337,3
-0.098322074,-0.11871823,-4.432810496,-0.08018463,-0.096711452,3
-0.014147854,-0.071509123,0.245715451,-0.08018463,-0.048241866,3
0.026937181,-0.080419011,0.173922214,-0.08018463,-0.06853146,2
0.044831361,0.006951084,0.331867335,-0.08018463,-0.09419183,2
0.116408078,0.180494423,0.317508688,-0.08018463,-0.089948254,2
-0.027604277,-0.055883573,0.25768099,-0.08018463,-0.070520636,3
-0.051510901,-0.068982438,0.233749911,-0.08018463,-0.062232403,3
-0.035076887,-0.054686722,0.233749911,-0.08018463,-0.062563933,3
-0.026745357,-0.062333268,0.161956674,-0.08018463,-0.061900874,3
-0.026745357,-0.068849455,0.161956674,-0.08018463,-0.06083998,3
-0.030324193,-0.023901065,0.161956674,-0.08018463,-0.057922522,3
0.044831361,-0.095446135,0.221784372,-0.08018463,-0.084279103,3
-0.030324193,-0.055883573,0.245715451,-0.08018463,-0.068697225,3
-0.037481864,-0.074235282,0.173922214,-0.08018463,-0.061569345,3
0.016716026,-0.092852959,0.221784372,-0.08018463,-0.059878545,3
-0.005844955,-0.062765464,0.209818832,-0.08018463,-0.063226991,3
-0.018728764,-0.059307896,0.26964653,-0.08018463,-0.059911698,3
-0.031211744,-0.069780339,0.173922214,-0.08018463,-0.060574757,3
0.001513131,-0.071808335,0.185887753,-0.08018463,-0.061569345,3
0.015427645,-0.082147795,0.209818832,-0.08018463,-0.084444868,3
0.06647616,-0.070844206,0.233749911,-0.08018463,-0.049634289,3
-0.037825433,-0.054886198,0.209818832,-0.08018463,-0.059116028,3
-0.037825433,-0.054886198,0.209818832,-0.08018463,-0.074896823,3
-0.037625018,-0.052758463,0.209818832,-0.08018463,-0.067371108,3
-0.012430013,-0.07257299,0.221784372,-0.08018463,-0.057259463,3
0.109479452,-0.069314897,0.245715451,-0.08018463,-0.048308172,3
0.021354197,-0.035603604,0.322294904,-0.08018463,-0.040019939,3
-0.040860285,-0.0596736,0.26964653,-0.08018463,-0.060806827,3
0.024847141,-0.055019181,0.233749911,-0.08018463,-0.057259463,3
-0.026745357,-0.076828459,0.25768099,-0.08018463,-0.069061907,3
-0.018156151,-0.052725217,0.26964653,-0.08018463,-0.063956356,3
-0.018156151,-0.052725217,0.26964653,-0.08018463,-0.064022662,3
-0.018156151,-0.054088297,0.233749911,-0.08018463,-0.068034166,3
-0.018156151,-0.054088297,0.233749911,-0.08018463,-0.070730693,3
-0.032471494,-0.061136417,0.233749911,-0.08018463,-0.067868402,3
0.022356271,-0.005615847,0.32708112,-0.08018463,-0.050628877,3
-0.009566945,-0.044912442,0.245715451,-0.08018463,-0.063558521,3
-0.028176891,-0.064461002,0.25768099,-0.08018463,-0.063956356,3
0.070598979,-0.107015691,0.161956674,-0.08018463,-0.077482752,3
-0.013288934,-0.04989932,0.26964653,-0.08018463,-0.061569345,3
-0.026745357,-0.094182793,0.161956674,-0.08018463,-0.074498988,3
-0.021992663,-0.065790836,0.233749911,-0.08018463,-0.061569345,3
-0.026745357,-0.064328019,0.233749911,-0.08018463,-0.076015072,3
-0.026745357,-0.064328019,0.233749911,-0.08018463,-0.064837826,3
-0.030810914,-0.054088297,0.25768099,-0.08018463,-0.064884638,3
-0.026745357,-0.057678849,0.281612069,-0.08018463,-0.075825105,3
-0.028176891,-0.054088297,0.233749911,-0.08018463,-0.070407916,3
-0.049478122,-0.064328019,0.245715451,-0.08018463,-0.06853146,3
-0.056750317,-0.061269401,0.245715451,-0.08018463,-0.067046209,3
-0.044353229,-0.078291276,0.26964653,-0.08018463,-0.067205343,3
-0.03020967,-0.057678849,0.25768099,-0.08018463,-0.06389005,3
-0.056578532,-0.081615861,0.233749911,-0.08018463,-0.097009829,3
-0.074930803,-0.099003441,0.209818832,-0.08018463,-0.084411715,3
-0.049363599,-0.062466251,0.233749911,-0.08018463,-0.063558521,3
-0.02645905,-0.056481998,0.233749911,-0.08018463,-0.06886299,3
-0.070120847,-0.099768096,0.209818832,-0.08018463,-0.086765573,3
-0.021591833,-0.074434758,0.25768099,-0.08018463,-0.073040259,3
-0.033903028,-0.075764592,0.25768099,-0.08018463,-0.067536872,3
-0.030954068,-0.068849455,0.173922214,-0.08018463,-0.071250001,3
-0.049621276,-0.07922216,0.245715451,-0.08018463,-0.065216167,3
-0.06064409,-0.078025309,0.25768099,-0.08018463,-0.070354872,3
-0.069118773,-0.096975444,0.161956674,-0.08018463,-0.077045133,3
-0.049077293,-0.064427757,0.25768099,-0.08018463,-0.06886299,3
-0.047989326,-0.074933445,0.245715451,-0.08018463,-0.065448238,3
-0.029608425,-0.059474125,0.25768099,-0.08018463,-0.063226991,3
-0.046786838,-0.052293021,0.26964653,-0.08018463,-0.06660859,3
-0.012430013,-0.088065556,0.161956674,-0.08018463,-0.072178283,3
-0.046786838,-0.069348142,0.233749911,-0.08018463,-0.073172871,3
0.008813957,-0.084940446,0.161956674,-0.08018463,-0.076322399,3
0.059146704,-0.055551115,0.138025595,-0.08018463,-0.061569345,3
-0.030810914,-0.062200285,0.185887753,-0.08018463,-0.060574757,3
-0.030810914,-0.091290404,0.185887753,-0.08018463,-0.077151223,3
-0.021935401,-0.071442631,0.161956674,-0.034048613,-0.067205343,3
-0.030324193,-0.04989932,0.25768099,-0.034048613,-0.051291936,3
-0.025313822,-0.053556364,0.25768099,-0.034048613,-0.06853146,3
-0.030324193,-0.054321018,0.149991135,-0.034048613,-0.05891711,3
0.037673689,-0.061601859,0.138025595,-0.034048613,-0.049435372,3
-0.031383528,-0.058077799,0.149991135,-0.034048613,-0.06773579,3
-0.034847841,-0.066455753,0.245715451,-0.034048613,-0.062563933,3
-0.037825433,-0.054886198,0.209818832,-0.034048613,-0.067006425,3
-0.037825433,-0.054886198,0.209818832,-0.034048613,-0.067006425,3
0.106874059,-0.05222653,0.197853293,-0.034048613,-0.060574757,3
0.116408078,-0.06200081,0.209818832,-0.034048613,-0.042009115,3
0.032262489,-0.045843326,0.25768099,-0.034048613,-0.05394417,3
0.119185255,0.000966831,0.25768099,-0.034048613,-0.051291936,3
-0.023882288,-0.031115415,0.25768099,-0.034048613,-0.052452288,3
0.026278676,-0.056614982,0.26964653,-0.034048613,-0.088754749,3
0.020781584,-0.024466244,0.26964653,-0.034048613,-0.056596405,3
-0.020446606,-0.04092294,0.26964653,-0.034048613,-0.050695183,3
0.009043002,-0.044480246,0.209818832,-0.034048613,-0.052816971,3
0.008813957,-0.05222653,0.26964653,-0.034048613,-0.053281112,3
0.000453796,-0.066788212,0.173922214,-0.034048613,-0.064553108,3
-0.021019219,-0.034606229,0.25768099,-0.034048613,-0.051954994,3
-0.026745357,-0.062133793,0.25768099,-0.034048613,-0.055601817,3
-0.015922957,-0.00591506,0.358191522,-0.034048613,-0.045324408,3
-0.016123372,-0.025629849,0.25768099,-0.034048613,-0.048308172,3
-0.029837471,-0.059374387,0.281612069,-0.034048613,-0.061701956,3
-0.012515905,-0.051694596,0.245715451,-0.034048613,-0.08311875,3
-0.014834991,-0.051694596,0.245715451,-0.034048613,-0.060906286,3
-0.026745357,-0.036767209,0.197853293,-0.034048613,-0.053877864,3
-0.026745357,-0.035038425,0.197853293,-0.034048613,-0.055601817,3
-0.030410085,-0.041454874,0.358191522,-0.034048613,-0.046318996,3
0.03773095,-0.013495114,0.233749911,0.012087403,-0.040682998,3
0.044831361,0.015329038,0.26964653,0.012087403,-0.035842669,3
0.111397708,0.063502276,0.343832875,0.012087403,-0.035710058,3
0.044831361,-0.012663968,0.25768099,0.012087403,-0.069194519,3
-0.014462792,-0.025629849,0.25768099,0.012087403,-0.067536872,3
-0.098322074,-0.11871823,0.358191522,-0.08018463,-0.07334951,3
-0.098322074,-0.11871823,0.358191522,-0.08018463,-0.067536872,3
-0.098322074,-0.11871823,0.358191522,-0.08018463,-0.070189107,3
-0.098322074,-0.11871823,0.367763954,-0.08018463,-0.046025062,3
-0.098322074,-0.11871823,0.367763954,-0.08018463,-0.068664072,3
-0.098322074,-0.11871823,0.367763954,-0.08018463,-0.051663315,3
-0.098322074,-0.11871823,0.362977738,-0.08018463,-0.059911698,3
-0.098322074,-0.11871823,0.362977738,-0.08018463,-0.060110616,3
-0.098322074,-0.11871823,0.362977738,-0.08018463,-0.059911698,3
-0.098322074,-0.11871823,0.362977738,-0.08018463,-0.064553108,3
0.301018748,-0.11871823,-4.432810496,-0.126320646,-0.077151223,0
-0.026745357,-0.11871823,0.25768099,-0.126320646,-0.087760161,3
-0.030324193,-0.11871823,0.233749911,-0.126320646,-0.047313584,3
0.208742044,0.000966831,0.173922214,0.05822342,-0.035046999,3
-0.060558198,0.045848729,0.169135998,0.05822342,-0.03086973,3
-0.098322074,-0.11871823,0.264860314,-0.126320646,-0.080466516,3
-0.098322074,-0.11871823,0.264860314,-0.126320646,-0.089417807,3
-0.098322074,-0.11871823,0.264860314,-0.126320646,-0.085107926,3
-0.047903434,-0.080419011,0.32708112,-0.08018463,-0.078145811,3
0.173383145,-0.035603604,0.324688012,-0.08018463,-0.066786025,3
-0.032471494,-0.063064677,0.116487624,-0.08018463,-0.073172871,2
-0.065539938,-0.081748845,0.138025595,-0.08018463,-0.084776397,3
-0.065683091,-0.07177509,0.138025595,-0.08018463,-0.083026652,3
-0.039056552,-0.045311393,0.161956674,-0.08018463,-0.083787445,3
0.113545009,-0.048502994,0.319901796,-0.08018463,-0.097036351,3
-0.037854063,-0.051295646,0.116487624,-0.034048613,-0.064553108,2
-0.039543274,-0.045311393,0.161956674,-0.034048613,-0.079140399,3
-0.017583537,-0.030616727,0.161956674,-0.034048613,-0.074498988,3
-0.038197631,-0.034938687,0.341439767,-0.034048613,-0.069194519,3
-0.026745357,-0.040989432,0.161956674,-0.034048613,-0.057060546,3
-0.038197631,-0.062865202,0.341439767,-0.034048613,-0.069857578,3
-0.040344933,-0.01608829,0.161956674,-0.034048613,-0.060574757,3
-0.026745357,-0.039992057,0.343832875,-0.034048613,-0.067205343,3
-0.026745357,-0.041720841,0.138025595,-0.034048613,-0.065574749,3
0.6174451,-0.030616727,0.343832875,-0.034048613,-0.072300816,3
-0.046357377,-0.039227402,0.185887753,-0.034048613,-0.064553108,3
-0.04063124,-0.011300888,0.358191522,0.012087403,-0.056264876,2
-0.048447417,-0.014392752,0.116487624,0.012087403,-0.084113338,2
-0.026745357,-0.037531864,0.116487624,0.012087403,-0.055601817,3
-0.0410607,0.027563511,0.188280861,0.012087403,-0.078808869,3
0.044831361,-0.11871823,-4.432810496,-0.126320646,-0.034052411,3
1.633748595,-0.11871823,-4.432810496,-0.126320646,0.574410642,3
-0.048218372,-0.11871823,-4.432810496,-0.126320646,-0.082787221,3
-0.016724616,0.188839131,0.188280861,0.242767485,-0.019133592,2
0.068594831,0.557901316,0.188280861,1.119351797,0.081982851,2
-0.03647979,0.195455056,0.126060056,0.335039518,0.004073461,2
-0.047932065,0.034877598,0.13323938,0.05822342,-0.069023914,2
-0.045126258,-0.015855569,0.188280861,0.05822342,-0.069526048,3
-0.026745357,-0.034938687,0.188280861,0.05822342,-0.097042319,3
-0.098322074,-0.11871823,0.193067077,-0.126320646,-0.095716865,3
-0.098322074,-0.11871823,0.181101538,-0.126320646,-0.094258135,3
-0.098322074,-0.11871823,0.181101538,-0.126320646,-0.09634677,3
0.255037864,-0.022970181,0.161956674,0.05822342,0.062091091,3
0.093761205,-0.027292142,0.281612069,-0.08018463,-0.034599037,3
0.33113823,0.379969525,0.188280861,-0.08018463,0.151604008,3
0.260592218,0.28555131,0.188280861,-0.08018463,0.141658128,3
0.047494015,-0.111902831,0.188280861,-0.08018463,-0.04897123,3
-0.026745357,-0.035603604,0.171529106,-0.08018463,-0.071515224,3
-0.075131218,-0.102095305,0.188280861,-0.08018463,-0.064553108,3
-0.013718394,-0.076230033,0.188280861,-0.08018463,-0.064553108,3
0.06020604,0.003626499,0.188280861,-0.08018463,-0.028747942,3
0.187984796,0.213740273,0.188280861,-0.08018463,-0.020513881,3
2.130147446,0.546198777,0.291184501,-0.08018463,0.645582693,3
-0.020589759,-0.054354264,0.111701408,-0.08018463,-0.050960406,2
-0.019873992,-0.073005186,0.138025595,-0.08018463,-0.066542284,2
-0.033044108,-0.057213407,0.116487624,-0.08018463,-0.069194519,2
0.054966624,-0.08547238,0.138025595,-0.08018463,-0.037367704,3
-0.047874804,-0.080286027,0.116487624,-0.08018463,-0.074167459,2
-0.044868582,-0.073769841,0.116487624,-0.08018463,-0.075162047,2
-0.061388488,-0.077227409,0.116487624,-0.08018463,-0.071250001,2
-0.048590571,-0.077493376,0.281612069,-0.08018463,-0.074034847,2
-0.01228686,-0.074833708,0.317508688,-0.08018463,-0.082289927,2
-0.00939516,-0.07337089,0.317508688,-0.08018463,-0.075162047,2
-0.026745357,-0.039792581,0.116487624,-0.08018463,-0.071183695,3
-0.038483938,-0.048237027,0.358191522,-0.034048613,-0.066210755,2
-0.047846173,-0.067852079,0.111701408,-0.034048613,-0.048308172,3
-0.030782284,0.008945835,0.116487624,-0.034048613,-0.096976676,2
-0.026745357,-0.045843326,0.116487624,-0.034048613,-0.056596405,3
0.005292382,-0.031481119,0.116487624,-0.034048613,-0.079803457,3
-0.054917953,-0.036534488,0.138025595,-0.034048613,-0.087097102,3
-0.031269005,-0.013594851,0.116487624,-0.034048613,-0.060574757,2
-0.04939223,-0.062532743,0.116487624,-0.034048613,-0.077482752,2
-0.020017145,-0.068982438,0.149991135,-0.034048613,-0.060574757,2
